"sourceId","publisher","title","uri","retrievedAt","recordReference","authorityLevel"
"SRC-VENDOR-LOCALITIES","Unverified vendor asset","Embedded vendor Lebanon administrative widget dataset","","2026-08-05T22:45:16.541Z","candidate.villages[*]","secondary"
