"id","governorateId","nameAr","nameEn","isOfficialDistrict","isUiSelectionNode","recordType","active"
"LB-BEIRUT-EQUIVALENT","LB-GOV-BEY","","Beirut","false","true","governorate-district-equivalent","true"
