"id","countryCode","governorateId","districtId","municipalityId","cadastralCode","pcode","nameAr","nameEn","nameFr","kind","latitude","longitude","coordinateMethod","coordinateSource","coordinateAccuracy","coordinateVerifiedStatus","verifiedStatus","aliases","provenance","sourceRecordId","active"
"LB-LOC-53624DE9A865","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Aadbal","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Aadbal","true"
"LB-LOC-F8782348CF9E","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Aajjeh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Aajjeh","true"
"LB-LOC-914B203B4FE7","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Abdeh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Abdeh","true"
"LB-LOC-D5DD7786142B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Abou_Hanna","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Abou_Hanna","true"
"LB-LOC-380403BF8A4E","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Achouriye","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Achouriye","true"
"LB-LOC-DB5F06F50CF4","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Adweh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Adweh","true"
"LB-LOC-CB11AAC595C2","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Aidamoun","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Aidamoun","true"
"LB-LOC-A64B93CD8D86","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_Akrine-AK","","populated-place","34.28610100470142","35.84686482121348","repository-reference","akkar_crs_batch_scores","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_Akrine-AK","true"
"LB-LOC-FCFDDC886872","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_Yaaqoub","","populated-place","34.522428899999994","36.1992377","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_Yaaqoub","true"
"LB-LOC-4E05B01A2DBF","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_ech-Chqif","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_ech-Chqif","true"
"LB-LOC-328BABF92B01","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_ed-Dahab","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_ed-Dahab","true"
"LB-LOC-F826CBAFAA5F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_et-Tine-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_et-Tine-AK","true"
"LB-LOC-B6E0445DF913","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_et-Tineh-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_et-Tineh-AK","true"
"LB-LOC-FAAE67698E58","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ain_ez-Zouq","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ain_ez-Zouq","true"
"LB-LOC-CCA03F1190F2","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Akkar_el-Atika","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Akkar_el-Atika","true"
"LB-LOC-CE7DB9E869D9","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Akkar_el-Atika_Aala","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Akkar_el-Atika_Aala","true"
"LB-LOC-12B799DE66BB","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Amaayer","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Amaayer","true"
"LB-LOC-3763C2F4BB27","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Amara","","populated-place","34.538963097949924","36.04000431869403","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Amara","true"
"LB-LOC-B9006B065FA4","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ambeh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ambeh","true"
"LB-LOC-4371EEF2814F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Andaket","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Andaket","true"
"LB-LOC-3489BEA5F617","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Aqbeh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Aqbeh","true"
"LB-LOC-FE27B0578FF0","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Arqa","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Arqa","true"
"LB-LOC-C02F37CDD9CB","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Ayat","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Ayat","true"
"LB-LOC-0F6186A4399B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Barqayel","","populated-place","34.465964064225524","36.034989772875164","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Barqayel","true"
"LB-LOC-194044CB7A9F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bebnine","","populated-place","34.50780435","35.992997200000005","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bebnine","true"
"LB-LOC-4DE322BBB013","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Ayad","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Ayad","true"
"LB-LOC-12C8D17C3B52","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Ayoub","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Ayoub","true"
"LB-LOC-3676A5FD9E08","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Challa","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Challa","true"
"LB-LOC-60D8727EC9EC","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Dawoud","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Dawoud","true"
"LB-LOC-C3D3833BD810","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Ghatas","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Ghatas","true"
"LB-LOC-69096215F6E8","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Hawik","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Hawik","true"
"LB-LOC-C744803BA4EC","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Jaafar-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Jaafar-AK","true"
"LB-LOC-C6D5FBBC8A46","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Mellat","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Mellat","true"
"LB-LOC-42847D6188C8","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Mleik","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Mleik","true"
"LB-LOC-F26A20DBC549","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Younes","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Younes","true"
"LB-LOC-C917AD1395B7","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_Younes_el-Aala","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_Younes_el-Aala","true"
"LB-LOC-87AF6A506314","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_el-Haj","","populated-place","34.465475839966814","36.004222511753234","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_el-Haj","true"
"LB-LOC-E1256D0D6759","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_el-Haj_Hassan","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_el-Haj_Hassan","true"
"LB-LOC-ACAE1E490634","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Beit_el-Qadi","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Beit_el-Qadi","true"
"LB-LOC-7365D28B0183","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bino-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bino-AK","true"
"LB-LOC-3B5FBE5042FD","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bireh","","populated-place","34.619448250000005","36.055916499999995","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bireh","true"
"LB-LOC-A9C88A80B497","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bireh-AK","","populated-place","34.619448250000005","36.055916499999995","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bireh-AK","true"
"LB-LOC-5AE94721E014","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Blaneh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Blaneh","true"
"LB-LOC-6F08286AD76D","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bniha","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bniha","true"
"LB-LOC-30DFF735F16B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bticha","","populated-place","33.98532192952645","35.66356042464905","repository-reference","akkar_crs_batch_scores","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bticha","true"
"LB-LOC-6453629EA650","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Byoud","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Byoud","true"
"LB-LOC-53615AF9346D","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Bzal","","populated-place","34.463875349999995","36.05100655","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Bzal","true"
"LB-LOC-D77C6D0BD7F8","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Chaft","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Chaft","true"
"LB-LOC-C3DF64E0096A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Chane","","populated-place","34.485404900000006","36.111856700000004","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Chane","true"
"LB-LOC-AA5F0B403A2B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Chdra","","populated-place","34.55059143662581","36.06351636599853","repository-reference","per_village_gpkg_extent","","missing","unresolved","","[object Object]","LB-AK|Akkar|Chdra","true"
"LB-LOC-8E672F405A1E","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Cheikh_Ayache","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Cheikh_Ayache","true"
"LB-LOC-136F23CE1EBC","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Cheikh_Mohammad","","populated-place","34.5451849440841","36.08733131906973","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Cheikh_Mohammad","true"
"LB-LOC-B8EE8186CCDB","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Cheikh_Taba","","populated-place","34.52410066861276","36.08547890132755","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Cheikh_Taba","true"
"LB-LOC-5F68AC21939B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Daghleh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Daghleh","true"
"LB-LOC-32C841CAABD6","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Dawsseh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Dawsseh","true"
"LB-LOC-2C9FD6F7B4AA","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Dbabiyeh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Dbabiyeh","true"
"LB-LOC-55E703404D67","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Dbabiyeh_el-Fawqa","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Dbabiyeh_el-Fawqa","true"
"LB-LOC-67510F4F9619","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Deir_Jnine","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Deir_Jnine","true"
"LB-LOC-A8D525EC44EF","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","El-Achach","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|El-Achach","true"
"LB-LOC-66537561732A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","El-Basatine","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|El-Basatine","true"
"LB-LOC-E19D5FFBBA7E","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","El-Kniseh-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|El-Kniseh-AK","true"
"LB-LOC-42AFCEB6B23C","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","El-Qubbeh-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|El-Qubbeh-AK","true"
"LB-LOC-7FA25B7EE41D","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","El-Qubbeh_ech-Chamaliye","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|El-Qubbeh_ech-Chamaliye","true"
"LB-LOC-BFA6ABA93EE2","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","El_Qobaiyat","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|El_Qobaiyat","true"
"LB-LOC-9AD9DF4899BB","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Faydha","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Faydha","true"
"LB-LOC-B47B7DAAFE43","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Fnaideq","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Fnaideq","true"
"LB-LOC-3CA1AEB5BC4C","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Fnaideq_el-Gharbiye","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Fnaideq_el-Gharbiye","true"
"LB-LOC-1701EAD26C96","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hakour","","populated-place","34.51671154062407","36.06056876342256","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hakour","true"
"LB-LOC-0ACBC221BDC4","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Halba","","populated-place","34.554373850000005","36.076320100000004","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Halba","true"
"LB-LOC-5BD697303EF3","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Halba_el-Aalya","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Halba_el-Aalya","true"
"LB-LOC-D620767CD794","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Halbata","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Halbata","true"
"LB-LOC-19BB8CED948A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hamra-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hamra-AK","true"
"LB-LOC-31760CC7E728","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hamraya","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hamraya","true"
"LB-LOC-164D04E72BA3","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Haql_Hassan","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Haql_Hassan","true"
"LB-LOC-1DA9DC2E5953","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Haql_el-Alam","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Haql_el-Alam","true"
"LB-LOC-8CC9CB005B8A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Haqr_ed-Dahiri","","populated-place","34.62021279491944","36.029016423313706","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Haqr_ed-Dahiri","true"
"LB-LOC-41D822E7F1D3","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Harbata-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Harbata-AK","true"
"LB-LOC-0E5A46E865FF","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Haret_el-Janneh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Haret_el-Janneh","true"
"LB-LOC-13CAF4690B8E","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hbchit","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hbchit","true"
"LB-LOC-80A31984A3A8","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hnaydir","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hnaydir","true"
"LB-LOC-0F84E0E8033B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hnaydir_el-Aalya","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hnaydir_el-Aalya","true"
"LB-LOC-7EB191B706AE","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Houch_es-Sayed_Ali","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Houch_es-Sayed_Ali","true"
"LB-LOC-A29EB5E95468","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hrar","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hrar","true"
"LB-LOC-A27B0C29EF73","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hrara","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hrara","true"
"LB-LOC-12840C10AF06","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hwacheb","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hwacheb","true"
"LB-LOC-2136D1978975","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Hwaych","","populated-place","34.3686757058081","35.744700489421135","repository-reference","akkar_crs_batch_scores","","missing","unresolved","","[object Object]","LB-AK|Akkar|Hwaych","true"
"LB-LOC-E89FB312EF2A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Jahiliye-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Jahiliye-AK","true"
"LB-LOC-9608EDACD13F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Jbraiel","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Jbraiel","true"
"LB-LOC-4CB683AE2E6C","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Jdeidet_Akkar","","populated-place","34.4628849","36.00046625","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Jdeidet_Akkar","true"
"LB-LOC-4F8AC423E56F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Jdeidet_el-Qaytaa","","populated-place","34.4628849","36.00046625","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Jdeidet_el-Qaytaa","true"
"LB-LOC-A6BC225893B3","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Jmaleh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Jmaleh","true"
"LB-LOC-CB8B4D46E49F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Jord","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Jord","true"
"LB-LOC-937F088D5B39","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Karm_Asfour","","populated-place","34.51725443546286","36.064465376174496","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Karm_Asfour","true"
"LB-LOC-61266EE7C663","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Kawthariyet_Akkar","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Kawthariyet_Akkar","true"
"LB-LOC-7EDD02EE2BAF","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Kfar_Melki","","populated-place","34.5579712","36.0146977","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Kfar_Melki","true"
"LB-LOC-4491DA01E210","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Kfartoun","","populated-place","34.26530061933275","35.767979126937895","repository-reference","akkar_crs_batch_scores","","missing","unresolved","","[object Object]","LB-AK|Akkar|Kfartoun","true"
"LB-LOC-9D830004660F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Khan_el-Makhlaleh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Khan_el-Makhlaleh","true"
"LB-LOC-75270E53FA84","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Kharnoub","","populated-place","34.3938615863336","36.01354117467896","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Kharnoub","true"
"LB-LOC-B2C1B7CB0906","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Kheybat_ej-Jisr","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Kheybat_ej-Jisr","true"
"LB-LOC-67B72B3EF246","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Khirbet_Char","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Khirbet_Char","true"
"LB-LOC-65F96B55D106","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Khirbet_ej-Jnein","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Khirbet_ej-Jnein","true"
"LB-LOC-F446C5F6AE69","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Khreibeh","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Khreibeh","true"
"LB-LOC-B9E40ED1E560","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Khreybat_el-Jondi","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Khreybat_el-Jondi","true"
"LB-LOC-B22F8F1CCD0E","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Koucha","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Koucha","true"
"LB-LOC-F268F0BEFC9F","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Koucha_el-Aalya","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Koucha_el-Aalya","true"
"LB-LOC-231521EC324B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Maarouboun","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Maarouboun","true"
"LB-LOC-EA89453D607B","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mazraat_Balda-AK","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mazraat_Balda-AK","true"
"LB-LOC-15CD5AB97FFB","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mazraat_es-Sahl","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mazraat_es-Sahl","true"
"LB-LOC-33E41FE0A08A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechha","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechha","true"
"LB-LOC-64F07EE78E94","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechha_el-Akkariye","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechha_el-Akkariye","true"
"LB-LOC-9A4BA04DF886","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechmech-AK","","populated-place","34.44884485","36.1752044","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechmech-AK","true"
"LB-LOC-789AB5A518F2","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechmech_Akkar","","populated-place","34.44884485","36.1752044","repository-reference","online_nominatim","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechmech_Akkar","true"
"LB-LOC-26EEEF38E69A","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechta_Hammoud","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechta_Hammoud","true"
"LB-LOC-92417DA44FAC","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechta_Hassan","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechta_Hassan","true"
"LB-LOC-65571ABD7D73","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mechta_el-Mansoura","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mechta_el-Mansoura","true"
"LB-LOC-483276F1AEF7","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Menjez","","populated-place","34.615124918525275","36.24065596279185","repository-reference","dwg_geometry_cache","","missing","unresolved","","[object Object]","LB-AK|Akkar|Menjez","true"
"LB-LOC-EDD7BFE366EC","LB","LB-GOV-AKK","LB-DIST-BF0E8E432529","","","","","Mghraq","","populated-place","","","missing","none","","missing","unresolved","","[object Object]","LB-AK|Akkar|Mghraq","true"
