"LB-LOC-12840C10AF06","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-2136D1978975","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E89FB312EF2A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9608EDACD13F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-4CB683AE2E6C","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-4F8AC423E56F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-A6BC225893B3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CB8B4D46E49F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-937F088D5B39","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-61266EE7C663","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7EDD02EE2BAF","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-4491DA01E210","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9D830004660F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-75270E53FA84","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B2C1B7CB0906","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-67B72B3EF246","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-65F96B55D106","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F446C5F6AE69","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B9E40ED1E560","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B22F8F1CCD0E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F268F0BEFC9F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-231521EC324B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-EA89453D607B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-15CD5AB97FFB","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-33E41FE0A08A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-64F07EE78E94","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9A4BA04DF886","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-789AB5A518F2","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-26EEEF38E69A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-92417DA44FAC","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-65571ABD7D73","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-483276F1AEF7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-EDD7BFE366EC","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-8E6592ACF4D7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C8D062D49764","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CEFF45D87CC0","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C7AA0B703A04","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F8FC5728DB0E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-846ACCB85317","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-304FDF0D63F4","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-033A07CF504E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B1474B76800E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-09ED0A1EE55C","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-76DF24178DE7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1A31AB72B3EA","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9032CB992BE9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0398AC3A1639","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-61B3C3A633E1","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-6AD7BB30C097","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BB7D4120B8A3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-2F116B229EBE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-984DBC0E8B95","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BAC7E28670D9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-FB3C17340F4B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-42B334B04F6F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D95D4EB48474","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-3807E0FD34D3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C78897BE2188","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CAC2DF4673CE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1D9D6BB181C3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-89F44557728E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-8A887EC2BBEC","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D1E27C886D99","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-703DD14E05F4","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-392676BFBF5C","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1210F92878B1","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-6FCC73EACF9D","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-83718625E2A3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-5D0495937246","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7B8A00BA5338","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-3F00D5FD7EF5","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-ED3C4B5D4247","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F713C3A2B93B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C3333844C303","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-EB8283314F75","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-272066AAD126","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-3C90AD1ACDBE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BDE4D736C87E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CE378FE8128F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-40ED7ACAF369","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-510296713BDE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B66B5BBF66B2","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-633840720CAE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C32B9AAA21E7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BAD392B148DE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7D1E2FE77186","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BF5236F9570F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BB3C493ED391","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-26B2CC945A62","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-5585D40ECDD3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-6503FE0A12EE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-803B7E6E2C0A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-94B4BFD52506","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-8ABCDA212641","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CACF77D152D9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E76A62380CC7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CC7C47D584F0","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F82DCF154CA4","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C5A34CB888B7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-28A8E7066DD1","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-4722B019DF4E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-24C64D00E348","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0912C410B726","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-EB7F9134280A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-191DED7EE627","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-20EB6A766D66","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-A37AECF7057F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-055C0FBC6471","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-95CE13F6BDB8","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F912703D20C7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-A129940E5CC1","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F69982B7E606","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-014CFD8CEA1A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9C28088D8969","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0E32C8A307A0","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-ADB5D4B39DE8","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-82165709EA26","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1D9F06680A51","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7CD7BE21D579","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-06E22DD03AEA","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E0C61C385583","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CE1BABE64309","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-613D1A74DDAA","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C2B6681FC5A2","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-700CFD1070E7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-93B1253D042E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-64C035EAA741","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-ED5B1FAAC906","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7F5B562255E0","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-47C8E7996010","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-DE0A32411E6F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-78B99565FCF6","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-10FE39373799","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-727D0F5D0B76","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-565C557D4FA3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-822A46FEA480","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-F73268E85530","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-40718AAA82D4","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CA980F4AC6CE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-3B9FCBAAF9FB","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-DCED4F215FED","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7AC3DC0F96F8","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9B2FCA7E9C8B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CF9D55ACE9DF","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-245CEC1B7EE3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-2368651F9ED9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C19473E9163C","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-4E16791675F2","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-24D44D71D0E0","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-3440DC5E8DF9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E22F56ABAAA8","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-FFFC8D597A8F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-01732CB3EEC9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-EDA19EA18A68","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-597269700C8E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-8A5857947D85","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C4B5496FEBA7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-2E4E9AABB9B6","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0F07926E2048","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-95BFF279CE49","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-76654BB78F48","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C17AEDF7A438","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-644E4E06E95A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-6206266F8791","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9F1EF3DB32C6","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-050F24F59591","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-6BC10C22BB51","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-067C750BFE11","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9AEB1AC2DEAA","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-49E05034D9EC","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1E6831EA640F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-5EBF39D1F679","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-AB8516D99159","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-50F46A8AB8F2","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-16AD42CE7BE4","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-2E7D119C794E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-85FB06DC9F7A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D27A8574FD7D","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-31A6E68F5465","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1788AD279DC1","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-060EDA86F2D9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9E382497043B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-05C14C793242","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E0EBF98483A4","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-9F0FF80E051A","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-25BD97CD0DCB","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-20849185C9E8","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D3B02C1381F3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0B99154DDD66","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-DAE130E5BAEB","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D65558A84D02","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BF3005D7FCFB","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-7D2ACB6628D2","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0D2BFFDF4C34","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B36FCEDCC7F7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-05AE50070020","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-28F1831158EE","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-5FADE3A379B5","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-A7B673B5956B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-95F52C9DE85E","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E1A71A9F2936","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D16985C710F9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-44C0E3A02D44","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-C995B6F6FD06","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-B9828D01BA1D","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-0802618D0D7B","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CD39165A19C7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-CA5B8859D4D5","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-8C4301F944C7","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-40AA1E76D7AD","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-AE0D2C2CFD09","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-111388D320F3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-534FBC436982","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-71611EFC1C0F","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-2AF910353280","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1801314368C3","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1396050BC204","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-EC8C1901FE75","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-E456C43A30F0","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-D4FAE35183A9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-055CE5A8264C","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-1D1C5BA15009","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-LOC-BA5C6A160BA9","No authoritative Arabic source with stable identity or exact hierarchy/name match"
