"id","countryCode","governorateId","districtId","municipalityId","cadastralCode","pcode","nameAr","nameEn","nameFr","kind","latitude","longitude","coordinateMethod","coordinateSource","coordinateAccuracy","coordinateVerifiedStatus","verifiedStatus","aliases","sourceRecordId","active","provenance"
"LB-LOC-10550","LB","LB-GOV-0B663FD45FF5","LB-DIST-E4C306B8B0BB","","","10550","رميل","Remeil","","populated-place","33.89447514","35.52357541","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","10550","true","[object Object]"
"LB-LOC-10510","LB","LB-GOV-0B663FD45FF5","LB-DIST-E4C306B8B0BB","","","10510","صيفي","Saifeh","","populated-place","33.89261907","35.50898343","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","10510","true","[object Object]"
"LB-LOC-10410","LB","LB-GOV-0B663FD45FF5","LB-DIST-E4C306B8B0BB","","","10410","زقاق البلاط","Zoukak el-Blatt","","populated-place","33.8931518","35.49902581","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","10410","true","[object Object]"
"LB-LOC-55167","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55167","عين عرب","Aain Aarab Rachaiya","","populated-place","33.57715063","35.88320812","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55167","true","[object Object]"
"LB-LOC-55171","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55171","عين عطا","Aain Aata","","populated-place","33.43926878","35.78028383","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55171","true","[object Object]"
"LB-LOC-55147","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55147","عين حرشة","Aain Rouha","","populated-place","33.4615293","35.77972149","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55147","true","[object Object]"
"LB-LOC-55114","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55114","عقبة راشيّا","Aaqabet Rachaya","","populated-place","33.51184065","35.80893426","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55114","true","[object Object]"
"LB-LOC-55117","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55117","عيحا","Aayha","","populated-place","33.48438379","35.90597013","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55117","true","[object Object]"
"LB-LOC-55194","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55194","عيتا الفخار","Aayta El-Foukhar","","populated-place","33.65039064","35.92116813","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55194","true","[object Object]"
"LB-LOC-55177","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55177","بكا","Bakka","","populated-place","33.6007692","35.92597942","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55177","true","[object Object]"
"LB-LOC-55121","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55121","بكيفا راشيا","Bakkifac Rachaya","","populated-place","33.48865614","35.81785938","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55121","true","[object Object]"
"LB-LOC-55127","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55127","بيت لهيا","Beit Lahia","","populated-place","33.48578653","35.79068983","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55127","true","[object Object]"
"LB-LOC-55164","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55164","بيرة راشّيا","Biret Rachaiya","","populated-place","33.6024033","35.83931131","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55164","true","[object Object]"
"LB-LOC-55124","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55124","ضهر الاحمر","Dahr El-Ahmar","","populated-place","33.53702153","35.8420335","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55124","true","[object Object]"
"LB-LOC-55187","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55187","دير العشاير","Deir El-Aachayer","","populated-place","33.55839108","36.00644631","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55187","true","[object Object]"
"LB-LOC-55161","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55161","حوش القنعبة","Haouch El Qinnabeh Rachaiya","","populated-place","33.47649019","35.76364046","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55161","true","[object Object]"
"LB-LOC-55197","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55197","حلوة","Helouet Rachaiya","","populated-place","33.61173541","36.00265289","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55197","true","[object Object]"
"LB-LOC-55144","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55144","كوكبا","Kaoukaba Bou Arab","","populated-place","33.53645513","35.77764059","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55144","true","[object Object]"
"LB-LOC-55137","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55137","كفر دنيس","Kfar Denis","","populated-place","33.55348338","35.85509493","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55137","true","[object Object]"
"LB-LOC-55154","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55154","كفر مشكي","Kfar Lichki","","populated-place","33.50952517","35.76943452","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55154","true","[object Object]"
"LB-LOC-55134","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55134","كفرقوق","Kfar Qouq","","populated-place","33.54815111","35.92118025","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55134","true","[object Object]"
"LB-LOC-55151","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55151","خربة روحا","Khirbet Rouha","","populated-place","33.57823286","35.84824708","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55151","true","[object Object]"
"LB-LOC-55174","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55174","مجدل بلهيص","Majdel Balhis","","populated-place","33.53990692","35.73001881","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55174","true","[object Object]"
"LB-LOC-55181","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55181","مدوخا","Mdoukha","","populated-place","33.60670648","35.87838432","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55181","true","[object Object]"
"LB-LOC-55141","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55141","محيدثه","Mhaiydseh Rachaiya","","populated-place","33.56198466","35.79180167","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55141","true","[object Object]"
"LB-LOC-55199","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55199","نبي صفا","Nabi Safa","","populated-place","33.49673295","35.74211127","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55199","true","[object Object]"
"LB-LOC-55111","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55111","راشيّا الوادي","Rachaiya","","populated-place","33.48063185","35.84794667","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55111","true","[object Object]"
"LB-LOC-55157","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55157","الرافد راشيا","Rafid Rachaiya","","populated-place","33.5763089","35.80374957","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55157","true","[object Object]"
"LB-LOC-55191","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55191","مزرعة سلساتا","Selsata (Mazraat Deir El-Aachaiyer)","","populated-place","33.58314677","35.98628736","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55191","true","[object Object]"
"LB-LOC-55131","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55131","تنورة","Tannoura","","populated-place","33.47024865","35.80193136","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55131","true","[object Object]"
"LB-LOC-55184","LB","LB-GOV-7B1E9DBA436A","LB-DIST-2985765BD3F8","","","55184","ينطا","Yanta","","populated-place","33.60201688","35.96260621","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","55184","true","[object Object]"
"LB-LOC-52116","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52116","عين التينة بقاع الغربي","Aain Et-Tineh BG","","populated-place","33.49278219","35.63550787","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52116","true","[object Object]"
"LB-LOC-52146","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52146","عين زبدة","Aain Zebdeh","","populated-place","33.62745411","35.70044567","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52146","true","[object Object]"
"LB-LOC-52176","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52176","عميق","Aammiq BG","","populated-place","33.72442107","35.78903153","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52176","true","[object Object]"
"LB-LOC-52161","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52161","عانا","Aana","","populated-place","33.68133641","35.76800481","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52161","true","[object Object]"
"LB-LOC-52121","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52121","عيتنيت","Aaytanit","","populated-place","33.56213806","35.66847457","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52121","true","[object Object]"
"LB-LOC-52224","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52224","بعلول","Baaloul BG","","populated-place","33.58879302","35.75180732","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52224","true","[object Object]"
"LB-LOC-52126","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52126","باب مارع","Bab Mareaa","","populated-place","33.58906899","35.67598588","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52126","true","[object Object]"
"LB-LOC-52181","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52181","شبرقية عميق","Chebrqiyet Aammiq","","populated-place","33.71663356","35.8155635","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52181","true","[object Object]"
"LB-LOC-52251","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52251","دكوة","Dakoueh","","populated-place","33.69304304","35.87635213","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52251","true","[object Object]"
"LB-LOC-52131","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52131","دير عين الجوزة","Deir Aain Ej-Jaouzeh","","populated-place","33.59324767","35.70020465","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52131","true","[object Object]"
"LB-LOC-52166","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52166","دير طحنيش","Deir Tahniche","","populated-place","33.70009142","35.77079407","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52166","true","[object Object]"
"LB-LOC-52227","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52227","غزة","Ghazzeh","","populated-place","33.67536887","35.83002975","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52227","true","[object Object]"
"LB-LOC-52254","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52254","حوش الحريمة","Haouch El-Harime","","populated-place","33.71662999","35.86125282","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52254","true","[object Object]"
"LB-LOC-52271","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52271","حريمة الصغرى","Harimeh Es-Soughra","","populated-place","33.7335213","35.87549198","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52271","true","[object Object]"
"LB-LOC-52257","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52257","الجزيرة","Jazira BG","","populated-place","33.72658733","35.84327368","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52257","true","[object Object]"
"LB-LOC-52211","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52211","جب جنين","Joubb Jannine","","populated-place","33.63664492","35.79136049","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52211","true","[object Object]"
"LB-LOC-52156","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52156","كفريا بقاع الغربي","Kafraiya BG","","populated-place","33.65793904","35.73437331","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52156","true","[object Object]"
"LB-LOC-52217","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52217","كامد اللوز","Kamed El-Laouz","","populated-place","33.62392929","35.8254101","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52217","true","[object Object]"
"LB-LOC-52234","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52234","الخيارة","Khiara","","populated-place","33.68487933","35.84924616","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52234","true","[object Object]"
"LB-LOC-52247","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52247","خيارة العتيقة","Khiara El-Aatiqa","","populated-place","33.71024011","35.83555503","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52247","true","[object Object]"
"LB-LOC-52151","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52151","خربة قنافار","Khirbet Qanafar","","populated-place","33.63984843","35.71002327","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52151","true","[object Object]"
"LB-LOC-52214","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52214","لالا","Lala","","populated-place","33.61149176","35.75739081","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52214","true","[object Object]"
"LB-LOC-52274","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52274","لبايا","Libbaya BG","","populated-place","33.47838955","35.71408714","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52274","true","[object Object]"
"LB-LOC-52141","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52141","لوسيا","Loussa","","populated-place","33.45927363","35.65285907","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52141","true","[object Object]"
"LB-LOC-52111","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52111","مشغرة","Machghara","","populated-place","33.52185453","35.65685701","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52111","true","[object Object]"
"LB-LOC-52244","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52244","حمارة","Manara (Hammara) BG","","populated-place","33.65585402","35.89322654","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52244","true","[object Object]"
"LB-LOC-52171","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52171","المنصورة","Mansoura BG","","populated-place","33.68018896","35.80589037","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52171","true","[object Object]"
"LB-LOC-52277","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52277","المرج","Marj BG","","populated-place","33.75781014","35.86935095","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52277","true","[object Object]"
"LB-LOC-52287","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52287","ميدون","Maydoun","","populated-place","33.45860921","35.62983696","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52287","true","[object Object]"
"LB-LOC-52261","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52261","الوقف بقاع الغربي","Ouaqf BG","","populated-place","33.73735555","35.84793497","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52261","true","[object Object]"
"LB-LOC-52237","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52237","القرعون","Qaraaoun","","populated-place","33.56542969","35.73045037","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52237","true","[object Object]"
"LB-LOC-52291","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52291","قلايا","Qelaya","","populated-place","33.43774814","35.6586375","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52291","true","[object Object]"
"LB-LOC-52295","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52295","روضة إسطبل","Raouda (Istabel)","","populated-place","33.7444292","35.89334449","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52295","true","[object Object]"
"LB-LOC-52136","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52136","صغبين","Saghbine","","populated-place","33.61110924","35.69818752","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52136","true","[object Object]"
"LB-LOC-52267","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52267","سحمر","Sohmor","","populated-place","33.50864385","35.69465514","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52267","true","[object Object]"
"LB-LOC-52241","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52241","سلطان يعقوب أراضي","Soltan Yacoub el Aradi","","populated-place","33.67259468","35.86853328","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52241","true","[object Object]"
"LB-LOC-52264","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52264","صويري","Souairi","","populated-place","33.68565653","35.91521832","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52264","true","[object Object]"
"LB-LOC-52231","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52231","سلطان يعقوب الفوقا","Soultan Yaacoub Faouqa","","populated-place","33.65579151","35.85089537","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52231","true","[object Object]"
"LB-LOC-52221","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52221","تل زنوب","Tall Znoub","","populated-place","33.65903613","35.77719977","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52221","true","[object Object]"
"LB-LOC-52281","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52281","يحمر بقاع الغربي","Yohmor BG","","populated-place","33.48057392","35.67666799","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52281","true","[object Object]"
"LB-LOC-52284","LB","LB-GOV-7B1E9DBA436A","LB-DIST-8B19B9546D66","","","52284","زلايا","Zilaya","","populated-place","33.45704105","35.67205482","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","52284","true","[object Object]"
"LB-LOC-51377","LB","LB-GOV-7B1E9DBA436A","LB-DIST-BD4134C26B67","","","51377","عين كفر زبد","Aain Kfar Zabad","","populated-place","33.78997111","36.01117394","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","51377","true","[object Object]"
"LB-LOC-51323","LB","LB-GOV-7B1E9DBA436A","LB-DIST-BD4134C26B67","","","51323","علي النهري","Aali En-Nahri","","populated-place","33.86185688","36.03175462","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","51323","true","[object Object]"
"LB-LOC-51281","LB","LB-GOV-7B1E9DBA436A","LB-DIST-BD4134C26B67","","","51281","عنجر","Aanjar (Haouch Moussa)","","populated-place","33.74099824","35.93406454","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","51281","true","[object Object]"
"LB-LOC-51163","LB","LB-GOV-7B1E9DBA436A","LB-DIST-BD4134C26B67","","","51163","ابلح","Ablah","","populated-place","33.86362288","35.97205493","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","51163","true","[object Object]"
"LB-LOC-51267","LB","LB-GOV-7B1E9DBA436A","LB-DIST-BD4134C26B67","","","51267","بر الياس","Barr Elias","","populated-place","33.78001349","35.93172132","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","51267","true","[object Object]"
"LB-LOC-51244","LB","LB-GOV-7B1E9DBA436A","LB-DIST-BD4134C26B67","","","51244","بوارج","Bouarej","","populated-place","33.81684784","35.81288473","national-manifest","C:\xampp\htdocs\projectx\watanybot\packages\lebanese-administrative-authority\authority\sources\arabic\national-village-manifest-clean.csv","","source-reported","accepted","","51244","true","[object Object]"
