"sourceId","publisher","title","uri","retrievedAt","recordReference","authorityLevel"
"SRC-VENDOR-LOCALITIES","Unverified vendor asset","Embedded vendor Lebanon administrative widget dataset","","2026-08-06T08:11:43.434Z","candidate.villages[*]","secondary"
