"id","value","normalizedValue","language","localityId","provenance","active"
"LB-ALIAS-54C00A5C4B03","الدوره","الدوره","ar","LB-LOC-35126","[object Object]","true"
"LB-ALIAS-AFB495F67920","Darine","darine","en","LB-LOC-35225","[object Object]","true"
"LB-ALIAS-E86D11AD7D71","دارين","دارين","ar","LB-LOC-35225","[object Object]","true"
"LB-ALIAS-C750C77713ED","Dayret Nahr El-Kabir","dayret nahr el kabir","en","LB-LOC-35511","[object Object]","true"
"LB-ALIAS-8CF2A3037DF6","دائرة النهر الكبير","دايرة النهر الكبير","ar","LB-LOC-35511","[object Object]","true"
"LB-ALIAS-BF66FC323208","Deir Dalloum","deir dalloum","en","LB-LOC-35149","[object Object]","true"
"LB-ALIAS-4CE3D9FE0A90","دير دلوم","دير دلوم","ar","LB-LOC-35149","[object Object]","true"
"LB-ALIAS-24D11333EB8B","Deir Jannine","deir jannine","en","LB-LOC-35441","[object Object]","true"
"LB-ALIAS-5F0D65B9206A","دير جنين","دير جنين","ar","LB-LOC-35441","[object Object]","true"
"LB-ALIAS-765A747F0513","Dibbabiyeh","dibbabiyeh","en","LB-LOC-35432","[object Object]","true"
"LB-ALIAS-066F80B9D1BB","دبابية","دبابية","ar","LB-LOC-35432","[object Object]","true"
"LB-ALIAS-D3283F442FE1","Dinbou","dinbou","en","LB-LOC-35318","[object Object]","true"
"LB-ALIAS-6E78BBCFD9E3","دنبو عين الذهب","دنبو عين الذهب","ar","LB-LOC-35318","[object Object]","true"
"LB-ALIAS-FFAEFFA7410D","Douair Aadouiyeh","douair aadouiyeh","en","LB-LOC-35443","[object Object]","true"
"LB-ALIAS-C461D4AD2A9E","دوير عدويه","دوير عدويه","ar","LB-LOC-35443","[object Object]","true"
"LB-ALIAS-80942000D92C","Fnaydeq","fnaydeq","en","LB-LOC-35353","[object Object]","true"
"LB-ALIAS-DCE0AB1F885A","النبي خالد","النبي خالد","ar","LB-LOC-35353","[object Object]","true"
"LB-ALIAS-E02F221F3891","Fraydes Aakkar","fraydes aakkar","en","LB-LOC-35412","[object Object]","true"
"LB-ALIAS-2A939FDC492D","فريديس","فريديس","ar","LB-LOC-35412","[object Object]","true"
"LB-ALIAS-90E24186D97D","Ghazayleh","ghazayleh","en","LB-LOC-35475","[object Object]","true"
"LB-ALIAS-4CE7D433E4F6","الغزيله","الغزيله","ar","LB-LOC-35475","[object Object]","true"
"LB-ALIAS-A471499BAC6A","Habchit","habchit","en","LB-LOC-35326","[object Object]","true"
"LB-ALIAS-971BCC4F3CB2","حبشيت","حبشيت","ar","LB-LOC-35326","[object Object]","true"
"LB-ALIAS-5BCF57109DB6","Hakour","hakour","en","LB-LOC-35131","[object Object]","true"
"LB-ALIAS-3CACBE83323F","مشيلحة الحاكور","مشيلحة الحاكور","ar","LB-LOC-35131","[object Object]","true"
"LB-ALIAS-BCFE6FB379AF","Halba","halba","en","LB-LOC-35111","[object Object]","true"
"LB-ALIAS-C920BBF54CDE","حلبا","حلبا","ar","LB-LOC-35111","[object Object]","true"
"LB-ALIAS-AF9F78A5465B","Haouchab","haouchab","en","LB-LOC-35219","[object Object]","true"
"LB-ALIAS-1EAC98483131","هوشب","هوشب","ar","LB-LOC-35219","[object Object]","true"
"LB-ALIAS-09717CFB01F2","Hayssa","hayssa","en","LB-LOC-35221","[object Object]","true"
"LB-ALIAS-A8ED72F42E8D","الحيصة","الحيصة","ar","LB-LOC-35221","[object Object]","true"
"LB-ALIAS-581327D59577","Haytla","haytla","en","LB-LOC-35463","[object Object]","true"
"LB-ALIAS-507833CD5C18","هيتلا","هيتلا","ar","LB-LOC-35463","[object Object]","true"
"LB-ALIAS-848EF8BECE22","Hayzouq","hayzouq","en","LB-LOC-35139","[object Object]","true"
"LB-ALIAS-4A94DBECD478","حيزوق","حيزوق","ar","LB-LOC-35139","[object Object]","true"
"LB-ALIAS-56471CF95687","Hedd","hedd","en","LB-LOC-35169","[object Object]","true"
"LB-ALIAS-73DEDFFCE042","الهد","الهد","ar","LB-LOC-35169","[object Object]","true"
"LB-ALIAS-40FB878107C3","Hmaireh Aakkar","hmaireh aakkar","en","LB-LOC-35331","[object Object]","true"
"LB-ALIAS-DBF0F9028A98","الحميرة","الحميرة","ar","LB-LOC-35331","[object Object]","true"
"LB-ALIAS-4CC66723D4DE","Hmaiss Aakkar","hmaiss aakkar","en","LB-LOC-35470","[object Object]","true"
"LB-ALIAS-28B415D3E2DA","حميص","حميص","ar","LB-LOC-35470","[object Object]","true"
"LB-ALIAS-870063EA2CB3","Hnaider","hnaider","en","LB-LOC-35514","[object Object]","true"
"LB-ALIAS-5F052A2ABF8D","حنيدر","حنيدر","ar","LB-LOC-35514","[object Object]","true"
"LB-ALIAS-A35583919056","Hokr Ed-Dahri","hokr ed dahri","en","LB-LOC-35253","[object Object]","true"
"LB-ALIAS-27FEF2F1DBC6","حكر الضاهري","حكر الضاهري","ar","LB-LOC-35253","[object Object]","true"
"LB-ALIAS-F57EA3C0C913","Hokr Etti","hokr etti","en","LB-LOC-35223","[object Object]","true"
"LB-ALIAS-24E818B93D23","حكر قتة","حكر قتة","ar","LB-LOC-35223","[object Object]","true"
"LB-ALIAS-EA8FB16B4668","Hokr Jouret Srar","hokr jouret srar","en","LB-LOC-35239","[object Object]","true"
"LB-ALIAS-6D75FADFCA31","حكر جورة سرار","حكر جورة سرار","ar","LB-LOC-35239","[object Object]","true"
"LB-ALIAS-E167ACF54C3D","Houaich","houaich","en","LB-LOC-35322","[object Object]","true"
"LB-ALIAS-4D7AAC61B2A8","الحويش","الحويش","ar","LB-LOC-35322","[object Object]","true"
"LB-ALIAS-1E0A46FA673E","Hrar","hrar","en","LB-LOC-35328","[object Object]","true"
"LB-ALIAS-4EE5ED0418B7","حرار","حرار","ar","LB-LOC-35328","[object Object]","true"
"LB-ALIAS-3945CCEB351F","Idbil","idbil","en","LB-LOC-35117","[object Object]","true"
"LB-ALIAS-E1D05DAB7C17","عدبل","عدبل","ar","LB-LOC-35117","[object Object]","true"
"LB-ALIAS-3995A330A203","Ilat","ilat","en","LB-LOC-35145","[object Object]","true"
"LB-ALIAS-05A60EB10AAB","ايلات","ايلات","ar","LB-LOC-35145","[object Object]","true"
"LB-ALIAS-473C65CE87A6","Janine","janine","en","LB-LOC-35263","[object Object]","true"
"LB-ALIAS-7E159F70BDDE","جنين","جنين","ar","LB-LOC-35263","[object Object]","true"
"LB-ALIAS-E8B5F267C3B8","Jdeidet El-Qaitaa","jdeidet el qaitaa","en","LB-LOC-35344","[object Object]","true"
"LB-ALIAS-4C3EEB50D135","جديدة القيطع","جديدة القيطع","ar","LB-LOC-35344","[object Object]","true"
"LB-ALIAS-B6A32448639D","Jdidet Ej-Joumeh","jdidet ej joumeh","en","LB-LOC-35125","[object Object]","true"
"LB-ALIAS-D94A3ED87A6C","جديدة الجومه","جديدة الجومه","ar","LB-LOC-35125","[object Object]","true"
"LB-ALIAS-4BCD0A4A4CD8","Jebrayel","jebrayel","en","LB-LOC-35163","[object Object]","true"
"LB-ALIAS-870017F304A4","جبرائيل","جبراييل","ar","LB-LOC-35163","[object Object]","true"
"LB-ALIAS-63E39EA71F50","Kafr","kafr","en","LB-LOC-35423","[object Object]","true"
"LB-ALIAS-189F60864DE1","كفر الفتوح","كفر الفتوح","ar","LB-LOC-35423","[object Object]","true"
"LB-ALIAS-F6374405F089","Karm Aasfour","karm aasfour","en","LB-LOC-35133","[object Object]","true"
"LB-ALIAS-9E933C3E8BF2","كرم عصفور","كرم عصفور","ar","LB-LOC-35133","[object Object]","true"
"LB-ALIAS-B6321FAA7FB5","Kfar Harra","kfar harra","en","LB-LOC-35157","[object Object]","true"
"LB-ALIAS-890131882E2C","كفرحره","كفرحره","ar","LB-LOC-35157","[object Object]","true"
"LB-ALIAS-F623FB082368","Kfar Melki Aakkar","kfar melki aakkar","en","LB-LOC-35234","[object Object]","true"
"LB-ALIAS-F6D603BD2111","كفرملكي","كفرملكي","ar","LB-LOC-35234","[object Object]","true"
"LB-ALIAS-003E4EA6B3A5","Kfar Noun","kfar noun","en","LB-LOC-35406","[object Object]","true"
"LB-ALIAS-90BE14915C23","كفرنون","كفرنون","ar","LB-LOC-35406","[object Object]","true"
"LB-ALIAS-679A20595564","Khalsa","khalsa","en","LB-LOC-35430","[object Object]","true"
"LB-ALIAS-B5B1BFB2BAB0","خالصة","خالصة","ar","LB-LOC-35430","[object Object]","true"
"LB-ALIAS-8488E6B9450D","Kharnoubet Aakkar","kharnoubet aakkar","en","LB-LOC-35257","[object Object]","true"
"LB-ALIAS-FEA2B5A7F007","الخرنوبه","الخرنوبه","ar","LB-LOC-35257","[object Object]","true"
"LB-ALIAS-1B1821FF38FB","Khirbet Char","khirbet char","en","LB-LOC-35431","[object Object]","true"
"LB-ALIAS-C1EA10C293EF","خربة شار","خربة شار","ar","LB-LOC-35431","[object Object]","true"
"LB-ALIAS-3707DC432910","Khirbet Daoud Aakkar","khirbet daoud aakkar","en","LB-LOC-35417","[object Object]","true"
"LB-ALIAS-E0011F6275A9","خربة داوود","خربة داوود","ar","LB-LOC-35417","[object Object]","true"
"LB-ALIAS-F87CDE750109","Khirbet Er Remmane","khirbet er remmane","en","LB-LOC-35410","[object Object]","true"
"LB-ALIAS-8296C52BF799","خربة الرمان","خربة الرمان","ar","LB-LOC-35410","[object Object]","true"
"LB-ALIAS-903393C1ECCB","Khreibet Aakkar","khreibet aakkar","en","LB-LOC-35330","[object Object]","true"
"LB-ALIAS-FB6C2EFF5367","الخريبة","الخريبة","ar","LB-LOC-35330","[object Object]","true"
"LB-ALIAS-0B61856AFE74","Khreibet Ej-Jindi","khreibet ej jindi","en","LB-LOC-35216","[object Object]","true"
"LB-ALIAS-E5BA442156BC","خريبة الجندي","خريبة الجندي","ar","LB-LOC-35216","[object Object]","true"
"LB-ALIAS-E874692756A2","Kneisset Aakkar","kneisset aakkar","en","LB-LOC-35245","[object Object]","true"
"LB-ALIAS-7B5CB51D6391","الكنيسة","الكنيسة","ar","LB-LOC-35245","[object Object]","true"
"LB-ALIAS-0F5507EBBBE2","Kneisset Hnaider","kneisset hnaider","en","LB-LOC-35515","[object Object]","true"
"LB-ALIAS-633E2EBF05E3","كنيسة هنيدر","كنيسة هنيدر","ar","LB-LOC-35515","[object Object]","true"
"LB-ALIAS-DAE26CFD44C6","Knisseh","knisseh","en","LB-LOC-35465","[object Object]","true"
"LB-ALIAS-3BE8B8D07F34","كنيسة","كنيسة","ar","LB-LOC-35465","[object Object]","true"
"LB-ALIAS-4FE5A26E8964","Kouachra","kouachra","en","LB-LOC-35429","[object Object]","true"
"LB-ALIAS-B3568D7F1CEA","الكواشرة","الكواشرة","ar","LB-LOC-35429","[object Object]","true"
"LB-ALIAS-2232E9A0D915","Koueikhat","koueikhat","en","LB-LOC-35215","[object Object]","true"
"LB-ALIAS-C45F269CE700","الكويخات","الكويخات","ar","LB-LOC-35215","[object Object]","true"
"LB-ALIAS-720396C73A0C","Kroum El-Aarab","kroum el aarab","en","LB-LOC-35119","[object Object]","true"
"LB-ALIAS-191CBBEE949A","كروم العرب","كروم العرب","ar","LB-LOC-35119","[object Object]","true"
"LB-ALIAS-C11B3E09DF19","Machha","machha","en","LB-LOC-35137","[object Object]","true"
"LB-ALIAS-070D2B587DD4","مشحة","مشحة","ar","LB-LOC-35137","[object Object]","true"
"LB-ALIAS-637CCFD5388A","Machta Hammoud","machta hammoud","en","LB-LOC-35437","[object Object]","true"
"LB-ALIAS-77644C18E93E","مشتى حمود","مشتي حمود","ar","LB-LOC-35437","[object Object]","true"
"LB-ALIAS-A10B6A3B7E12","Majdala","majdala","en","LB-LOC-35354","[object Object]","true"
"LB-ALIAS-8DF0D8E65CF6","مجدلا","مجدلا","ar","LB-LOC-35354","[object Object]","true"
"LB-ALIAS-AADCA6EEC707","Majdel Akkar","majdel akkar","en","LB-LOC-35128","[object Object]","true"
"LB-ALIAS-FD0FBAB382C3","المجدل عكار","المجدل عكار","ar","LB-LOC-35128","[object Object]","true"
"LB-ALIAS-E54CFE404B6E","Mar Touma","mar touma","en","LB-LOC-35167","[object Object]","true"
"LB-ALIAS-E3DE25BF3D0B","مار توما","مار توما","ar","LB-LOC-35167","[object Object]","true"
"LB-ALIAS-7A1020826A0F","Marlaya Melhem","marlaya melhem","en","LB-LOC-35255","[object Object]","true"
"LB-ALIAS-A661F49CFC5A","مار ليا ملحم","مار ليا ملحم","ar","LB-LOC-35255","[object Object]","true"
"LB-ALIAS-A58973D2067E","Massaaoudiyeh","massaaoudiyeh","en","LB-LOC-35229","[object Object]","true"
"LB-ALIAS-57FAAC1E449C","المسعودية","المسعودية","ar","LB-LOC-35229","[object Object]","true"
"LB-ALIAS-8CBF33950DE5","Mazareaa Jabal Akroum","mazareaa jabal akroum","en","LB-LOC-35516","[object Object]","true"
"LB-ALIAS-3B449B43100F","اكروم","اكروم","ar","LB-LOC-35516","[object Object]","true"
"LB-ALIAS-FCFAEB297560","Mazraat Beit Ghattas","mazraat beit ghattas","en","LB-LOC-35134","[object Object]","true"
"LB-ALIAS-CEF78B82F9BC","بيت غطاس","بيت غطاس","ar","LB-LOC-35134","[object Object]","true"
"LB-ALIAS-EF3ABC593811","Mazraat En-Nahriyeh","mazraat en nahriyeh","en","LB-LOC-35486","[object Object]","true"
"LB-ALIAS-EECF2D8E6BE4","النهريه","النهريه","ar","LB-LOC-35486","[object Object]","true"
"LB-ALIAS-78409A83B9B6","Menneaa","menneaa","en","LB-LOC-35371","[object Object]","true"
"LB-ALIAS-B2561D03AC86","ممنع","ممنع","ar","LB-LOC-35371","[object Object]","true"
"LB-ALIAS-432E689CC787","Mhammaret","mhammaret","en","LB-LOC-35277","[object Object]","true"
"LB-ALIAS-3D71B9975032","المحمرة","المحمرة","ar","LB-LOC-35277","[object Object]","true"
"LB-ALIAS-159B18BC946F","Michmich Aakkar","michmich aakkar","en","LB-LOC-35351","[object Object]","true"
"LB-ALIAS-161F7710EA2A","مشمش","مشمش","ar","LB-LOC-35351","[object Object]","true"
"LB-ALIAS-03A453BF8506","Mighraq Aakkar","mighraq aakkar","en","LB-LOC-35251","[object Object]","true"
"LB-ALIAS-15E4D3DD999F","المغراق","المغراق","ar","LB-LOC-35251","[object Object]","true"
"LB-ALIAS-DD8DABA2CE66","Minyara","minyara","en","LB-LOC-35129","[object Object]","true"
"LB-ALIAS-E0D4AB4844BB","منيارة","منيارة","ar","LB-LOC-35129","[object Object]","true"
"LB-ALIAS-CD29E4E29493","Mounjez","mounjez","en","LB-LOC-35414","[object Object]","true"
"LB-ALIAS-089DF83CF522","منجز","منجز","ar","LB-LOC-35414","[object Object]","true"
"LB-ALIAS-12CC5117B725","Mqaiteaa","mqaiteaa","en","LB-LOC-35261","[object Object]","true"
"LB-ALIAS-AB09B89E4E12","المقيطع","المقيطع","ar","LB-LOC-35261","[object Object]","true"
"LB-ALIAS-996C78357748","Msalla","msalla","en","LB-LOC-35451","[object Object]","true"
"LB-ALIAS-287071FD5975","مصلا","مصلا","ar","LB-LOC-35451","[object Object]","true"
"LB-ALIAS-270E90EFB2EC","Mzeihmeh","mzeihmeh","en","LB-LOC-35461","[object Object]","true"
"LB-ALIAS-77E04B03424C","مزيحمة","مزيحمة","ar","LB-LOC-35461","[object Object]","true"
"LB-ALIAS-F62079CB7CE4","Nfisseh","nfisseh","en","LB-LOC-35115","[object Object]","true"
"LB-ALIAS-E915BA7386CE","النفيسة","النفيسة","ar","LB-LOC-35115","[object Object]","true"
"LB-ALIAS-819A1EDC6999","Noura Et-Tahta","noura et tahta","en","LB-LOC-35445","[object Object]","true"
"LB-ALIAS-6C0D9140C359","نورا التحتا","نورا التحتا","ar","LB-LOC-35445","[object Object]","true"
"LB-ALIAS-583E613B1A2E","Ouadi El-Haour","ouadi el haour","en","LB-LOC-35455","[object Object]","true"
"LB-ALIAS-51BD843D4AE0","وادي الحور","وادي الحور","ar","LB-LOC-35455","[object Object]","true"
"LB-ALIAS-35382CA9CF5F","Ouadi El-Jamous","ouadi el jamous","en","LB-LOC-35364","[object Object]","true"
"LB-ALIAS-2AC6D8F7E88D","وادي الجاموس","وادي الجاموس","ar","LB-LOC-35364","[object Object]","true"
"LB-ALIAS-7DE6383CD278","Qaabrine","qaabrine","en","LB-LOC-35233","[object Object]","true"
"LB-ALIAS-05094EC5B33D","قعبرين","قعبرين","ar","LB-LOC-35233","[object Object]","true"
"LB-ALIAS-509D0C6ECD32","Qabaait","qabaait","en","LB-LOC-35325","[object Object]","true"
"LB-ALIAS-8B9502FF3BFF","قبعيت","قبعيت","ar","LB-LOC-35325","[object Object]","true"
"LB-ALIAS-08BAAD4ED69A","Qachlaq","qachlaq","en","LB-LOC-35453","[object Object]","true"
"LB-ALIAS-8608B3C3DE87","قشلق","قشلق","ar","LB-LOC-35453","[object Object]","true"
"LB-ALIAS-B53C20FDD7B2","Qantarat Aakkar","qantarat aakkar","en","LB-LOC-35135","[object Object]","true"
"LB-ALIAS-BFC52444519C","القنطرة","القنطرة","ar","LB-LOC-35135","[object Object]","true"
"LB-ALIAS-D76259ED9BCE","Qardaf","qardaf","en","LB-LOC-35341","[object Object]","true"
"LB-ALIAS-F38DD20D056C","القرقف","القرقف","ar","LB-LOC-35341","[object Object]","true"
"LB-ALIAS-B64A0DAC04B9","Qarha Aakkar","qarha aakkar","en","LB-LOC-35518","[object Object]","true"
