"id","governorateId","nameAr","nameEn","isOfficialDistrict","isUiSelectionNode","recordType","active","provenance"
"LB-BEIRUT-EQUIVALENT","LB-GOV-0B663FD45FF5","بيروت","Beirut","false","true","governorate-district-equivalent","true","[object Object]"
