"sourceId","publisher","title","uri","retrievedAt","recordReference","authorityLevel"
"SRC-VENDOR-LOCALITIES","Unverified vendor asset","Embedded vendor Lebanon administrative widget dataset","","2026-08-06T13:09:58.901Z","candidate.villages[*]","secondary"
