"id","value","normalizedValue","language","localityId","provenance","active"
"LB-ALIAS-B44081C02D63","Hannawiye","hannawiye","en","LB-LOC-624BACEF2183","[object Object]","true"
"LB-ALIAS-893003D30905","Hannawiye_el-Aala","hannawiye_el aala","en","LB-LOC-655B65C60632","[object Object]","true"
"LB-ALIAS-0638619B4017","Houch_Sour","houch_sour","en","LB-LOC-B5BEFCBE3EE3","[object Object]","true"
"LB-ALIAS-BC2141EF0902","Houla-SR","houla sr","en","LB-LOC-47B9F0E32A51","[object Object]","true"
"LB-ALIAS-6B64481683E7","Jbal_el-Botm","jbal_el botm","en","LB-LOC-0DAEB6FA2773","[object Object]","true"
"LB-ALIAS-814A448079FB","Jnata","jnata","en","LB-LOC-7B08DE54EC5C","[object Object]","true"
"LB-ALIAS-75B7A6D7F4E2","Jouaiya","jouaiya","en","LB-LOC-A47DA47BF68C","[object Object]","true"
"LB-ALIAS-19548A1C792F","Jouaiya_el-Aala","jouaiya_el aala","en","LB-LOC-FA2069EFFB67","[object Object]","true"
"LB-ALIAS-02221D732E79","Jouaiya_et-Tahta","jouaiya_et tahta","en","LB-LOC-FE70DE1A7820","[object Object]","true"
"LB-ALIAS-D3825D860592","Kfar_Baal","kfar_baal","en","LB-LOC-31376693838F","[object Object]","true"
"LB-ALIAS-64ABD4C14A90","Kfar_Dounine","kfar_dounine","en","LB-LOC-1DB91364FCC8","[object Object]","true"
"LB-ALIAS-53F2A9E1B0F1","Kfar_Tibnit-SR","kfar_tibnit sr","en","LB-LOC-51D7E6BCCD16","[object Object]","true"
"LB-ALIAS-5133C03C2F80","Kfir","kfir","en","LB-LOC-D3ADE895D1F4","[object Object]","true"
"LB-ALIAS-F2404431BD1E","Kherayeb","kherayeb","en","LB-LOC-32EE783B7A3F","[object Object]","true"
"LB-ALIAS-B34A99F1A1C3","Kseyreh","kseyreh","en","LB-LOC-814553F43F90","[object Object]","true"
"LB-ALIAS-DFB50F58F2FE","Maachouq","maachouq","en","LB-LOC-8882AE4D29E3","[object Object]","true"
"LB-ALIAS-4E43A8C2BEEA","Mahrouneh","mahrouneh","en","LB-LOC-DF9955CE4897","[object Object]","true"
"LB-ALIAS-538D58486AFF","Majdel_Selm","majdel_selm","en","LB-LOC-4DF3E2F0459E","[object Object]","true"
"LB-ALIAS-B722A6418A28","Majdel_Zoun-SR","majdel_zoun sr","en","LB-LOC-636B0D473C6F","[object Object]","true"
"LB-ALIAS-3ACEA6CAB1AC","Majdel_Zoun_el-Aala","majdel_zoun_el aala","en","LB-LOC-F29121DF843E","[object Object]","true"
"LB-ALIAS-55B85A984C9C","Mansoura-SR","mansoura sr","en","LB-LOC-77EDE11EE297","[object Object]","true"
"LB-ALIAS-FEF6132CCA7D","Mansoura_Sour","mansoura_sour","en","LB-LOC-DFAC11E715B7","[object Object]","true"
"LB-ALIAS-8C136D9B081C","Mansouri","mansouri","en","LB-LOC-D70D1DB295DF","[object Object]","true"
"LB-ALIAS-DA3333C63D53","Maroun_er-Ras-SR","maroun_er ras sr","en","LB-LOC-B3FF9190DF80","[object Object]","true"
"LB-ALIAS-EB7B6D64D658","Mazraat_ech-Chamaliye","mazraat_ech chamaliye","en","LB-LOC-468F89CF78A8","[object Object]","true"
"LB-ALIAS-82B3D0C50F87","Naqoura","naqoura","en","LB-LOC-EF0305955E5F","[object Object]","true"
"LB-ALIAS-BC73973944C0","Naqoura_el-Aala","naqoura_el aala","en","LB-LOC-F18F9C3D34D0","[object Object]","true"
"LB-ALIAS-15EB9B05E89C","Naqoura_el-Gharbiye","naqoura_el gharbiye","en","LB-LOC-396525178B37","[object Object]","true"
"LB-ALIAS-018229FC4FE3","Qana","qana","en","LB-LOC-24322164F78C","[object Object]","true"
"LB-ALIAS-808CB963D0E7","Qana_el-Fawqa","qana_el fawqa","en","LB-LOC-F9440F126924","[object Object]","true"
"LB-ALIAS-AEBFEB120CF7","Qlayleh","qlayleh","en","LB-LOC-3212FFB34EC9","[object Object]","true"
"LB-ALIAS-0823EADB8344","Rab_Tlatine","rab_tlatine","en","LB-LOC-A4793DF224DC","[object Object]","true"
"LB-ALIAS-82728146891D","Rachidiye","rachidiye","en","LB-LOC-1CBAC636F552","[object Object]","true"
"LB-ALIAS-2B5742A615A1","Richaf","richaf","en","LB-LOC-5CB6D8F46221","[object Object]","true"
"LB-ALIAS-568D978C5B65","Salaa-SR","salaa sr","en","LB-LOC-DBCE88B4C517","[object Object]","true"
"LB-ALIAS-82AFACFB4A13","Shamaa","shamaa","en","LB-LOC-F90ECA621053","[object Object]","true"
"LB-ALIAS-356D4F1A2B53","Siddikin","siddikin","en","LB-LOC-0992A77AE2FF","[object Object]","true"
"LB-ALIAS-01E8C4F5FCF1","Siddikin_el-Aala","siddikin_el aala","en","LB-LOC-F4BED1FBD01A","[object Object]","true"
"LB-ALIAS-3F15E0D6767B","Smaaiye","smaaiye","en","LB-LOC-F7A59CB33A3E","[object Object]","true"
"LB-ALIAS-C9CD645A4992","Sour_el-Bahriye","sour_el bahriye","en","LB-LOC-B4D51A6894CE","[object Object]","true"
"LB-ALIAS-93EB681EEC11","Sour_el-Balad","sour_el balad","en","LB-LOC-C66E4A92AA79","[object Object]","true"
"LB-ALIAS-47F2E8D1F016","Srifeh","srifeh","en","LB-LOC-0C8514069F93","[object Object]","true"
"LB-ALIAS-49B85B6D0463","Srifeh_el-Aala","srifeh_el aala","en","LB-LOC-A58F1628FC03","[object Object]","true"
"LB-ALIAS-26E304919819","Tair_Debba","tair_debba","en","LB-LOC-9285C1C9595C","[object Object]","true"
"LB-ALIAS-B6A4A76ABC61","Tair_Harfa","tair_harfa","en","LB-LOC-437F894B5EB6","[object Object]","true"
"LB-ALIAS-9796FE414D53","Taybeh-SR","taybeh sr","en","LB-LOC-44320C8EDBF7","[object Object]","true"
"LB-ALIAS-23823B535944","Teiri","teiri","en","LB-LOC-95333C4DC708","[object Object]","true"
"LB-ALIAS-C36725CCE383","Tibnine_es-Sour","tibnine_es sour","en","LB-LOC-EFDAB7DDE8AA","[object Object]","true"
"LB-ALIAS-54266CDEFFB5","Touline","touline","en","LB-LOC-0E5D24F70CB8","[object Object]","true"
"LB-ALIAS-8E17EBA5BA1A","Toura-SR","toura sr","en","LB-LOC-420BB404364A","[object Object]","true"
"LB-ALIAS-965F1AE04A23","Tyre_Sour","tyre_sour","en","LB-LOC-9E7A79EEA341","[object Object]","true"
"LB-ALIAS-D34CCEF43AC9","Yahmar_ech-Chqif","yahmar_ech chqif","en","LB-LOC-30A94C517CB7","[object Object]","true"
"LB-ALIAS-991377D3F015","Yanouh-SR","yanouh sr","en","LB-LOC-A094D3DEB5C0","[object Object]","true"
"LB-ALIAS-03783E1E3D0F","Yaroun_ej-Jnubi","yaroun_ej jnubi","en","LB-LOC-146D8DDB2D05","[object Object]","true"
"LB-ALIAS-6362F1326DB8","Zararieh-SR","zararieh sr","en","LB-LOC-E78A36397B31","[object Object]","true"
"LB-ALIAS-608597EA17BA","Zebdani-SR","zebdani sr","en","LB-LOC-FFF9A88F51FA","[object Object]","true"
"LB-ALIAS-5E1937DD2F97","Abey","abey","en","LB-LOC-5E4E74EA4AD0","[object Object]","true"
"LB-ALIAS-A48E3D60B808","Abey-AL-2","abey al 2","en","LB-LOC-701313CA4DC1","[object Object]","true"
"LB-ALIAS-BB0E7EE36E06","Ain_Anoub","ain_anoub","en","LB-LOC-5FCF7D20499F","[object Object]","true"
"LB-ALIAS-A2F730FBD5CE","Ain_Anoub_el-Fawqa","ain_anoub_el fawqa","en","LB-LOC-EBB681C1921C","[object Object]","true"
"LB-ALIAS-5249334FFC8F","Ain_el-Mreisseh-AL","ain_el mreisseh al","en","LB-LOC-01C8E012C5E6","[object Object]","true"
"LB-ALIAS-42CF9B051F12","Ain_et-Tuffaha","ain_et tuffaha","en","LB-LOC-969A801A1FCC","[object Object]","true"
"LB-ALIAS-AD68BF28EA6B","Ainab","ainab","en","LB-LOC-368E53174731","[object Object]","true"
"LB-ALIAS-44EA08BEC2A4","Ainbal","ainbal","en","LB-LOC-7C8BB27F844C","[object Object]","true"
"LB-ALIAS-6FE24430DD01","Aley","aley","en","LB-LOC-0ADCC60374A4","[object Object]","true"
"LB-ALIAS-509B8DE09433","Aramoun-AL","aramoun al","en","LB-LOC-42A3C1EBB229","[object Object]","true"
"LB-ALIAS-E1EED9C56846","Aramoun_et-Tahta","aramoun_et tahta","en","LB-LOC-4C12468CC671","[object Object]","true"
"LB-ALIAS-EF6BEBB140F1","Aytat","aytat","en","LB-LOC-59D306A207D9","[object Object]","true"
"LB-ALIAS-D60D3DCCE9AA","Baalshmay-AL","baalshmay al","en","LB-LOC-37BF0CFBD037","[object Object]","true"
"LB-ALIAS-106A0AB3AE2A","Baaourta","baaourta","en","LB-LOC-985A62A088BF","[object Object]","true"
"LB-ALIAS-96172C82C547","Bahness-AL","bahness al","en","LB-LOC-0D9908AD5ADA","[object Object]","true"
"LB-ALIAS-7712F63EF9C3","Bdadoun","bdadoun","en","LB-LOC-C32BC9523D6A","[object Object]","true"
"LB-ALIAS-C8ADAFA83044","Bmakine","bmakine","en","LB-LOC-C1A288A219FC","[object Object]","true"
"LB-ALIAS-4D09DFB0E837","Bqaata-AL","bqaata al","en","LB-LOC-A5527D6A7E46","[object Object]","true"
"LB-ALIAS-44A951BA3FDC","Bsous","bsous","en","LB-LOC-7DEB351BC8D5","[object Object]","true"
"LB-ALIAS-E94508F192E0","Btatloun","btatloun","en","LB-LOC-4F9FABD24B78","[object Object]","true"
"LB-ALIAS-700A0D46C487","Channay","channay","en","LB-LOC-31E9B02D0FFF","[object Object]","true"
"LB-ALIAS-972796CB192D","Charchbouk","charchbouk","en","LB-LOC-72012247F3F5","[object Object]","true"
"LB-ALIAS-A902A73555D8","Charoune","charoune","en","LB-LOC-FF41D04C6B0F","[object Object]","true"
"LB-ALIAS-2337A9B7C745","Chemlan","chemlan","en","LB-LOC-DC509E8DA928","[object Object]","true"
"LB-ALIAS-23FB134109BF","Dalhamiye","dalhamiye","en","LB-LOC-8AF4D08B4F84","[object Object]","true"
"LB-ALIAS-1EC49CD572D5","Deir_Kouche-AL","deir_kouche al","en","LB-LOC-19BB0601DEE2","[object Object]","true"
"LB-ALIAS-6291AE18E865","Dhahr_el-Hossein","dhahr_el hossein","en","LB-LOC-815C8FB01AA5","[object Object]","true"
"LB-ALIAS-2ED565A53B55","Dhahr_el-Mghara","dhahr_el mghara","en","LB-LOC-B0DCA057FCCD","[object Object]","true"
"LB-ALIAS-55A9EB256C36","Dhahr_es-Souane-AL","dhahr_es souane al","en","LB-LOC-782D7C37379E","[object Object]","true"
"LB-ALIAS-5B52E0054D4B","Dhour_Aaley","dhour_aaley","en","LB-LOC-613D76CC4AFD","[object Object]","true"
"LB-ALIAS-B39D98046CD8","Dqoun","dqoun","en","LB-LOC-B4FD835544E4","[object Object]","true"
"LB-ALIAS-3853D83EC982","El-Fawwara","el fawwara","en","LB-LOC-ED8967DC6193","[object Object]","true"
"LB-ALIAS-B306FE4FA436","Gharifeh","gharifeh","en","LB-LOC-C84D56AFB31A","[object Object]","true"
"LB-ALIAS-D3D75DF57F65","Haret_es-Sit","haret_es sit","en","LB-LOC-B7105AE4C35A","[object Object]","true"
"LB-ALIAS-592E31A46906","Jisr_el-Qadi-AL","jisr_el qadi al","en","LB-LOC-A839A7EF2D5B","[object Object]","true"
"LB-ALIAS-64158939B1F8","Kayfoun","kayfoun","en","LB-LOC-B51DECBB60D7","[object Object]","true"
"LB-ALIAS-B1AB68B96600","Kfar_Amay","kfar_amay","en","LB-LOC-E684EF7206BB","[object Object]","true"
"LB-ALIAS-392D28F27468","Kfar_Dlaqous","kfar_dlaqous","en","LB-LOC-E8B29E25DA79","[object Object]","true"
"LB-ALIAS-9A99C99DDD33","Kfar_Him","kfar_him","en","LB-LOC-D33B85B0466A","[object Object]","true"
"LB-ALIAS-70ACBC0E1C5A","Kfar_Matta","kfar_matta","en","LB-LOC-4E39788FB9BF","[object Object]","true"
"LB-ALIAS-BA677EE29D86","Kfar_Nabrakh-AL","kfar_nabrakh al","en","LB-LOC-5DD8313A3B7C","[object Object]","true"
"LB-ALIAS-96EBA74DCAA9","Khalwat-AL","khalwat al","en","LB-LOC-69B1D0B7EB43","[object Object]","true"
"LB-ALIAS-240054BF3CAC","Mahattat_ech-Chouf","mahattat_ech chouf","en","LB-LOC-EB8929D1A5F7","[object Object]","true"
"LB-ALIAS-8AAC208331AA","Majdel_Balda","majdel_balda","en","LB-LOC-AE2BC9F60B46","[object Object]","true"
"LB-ALIAS-F5CF909A4F15","Majdel_Maaouche","majdel_maaouche","en","LB-LOC-DB18BD279D1A","[object Object]","true"
"LB-ALIAS-71C5AADD482F","Matleh","matleh","en","LB-LOC-7EA46CB645D2","[object Object]","true"
"LB-ALIAS-4A626E78F1D8","Mcherfeh-AL","mcherfeh al","en","LB-LOC-6FB48A5D46C1","[object Object]","true"
"LB-ALIAS-EE635F6A981D","Oubaybeh","oubaybeh","en","LB-LOC-D96F30975D1B","[object Object]","true"
"LB-ALIAS-BC3BA640162E","Qabr_Chmoun","qabr_chmoun","en","LB-LOC-1370B49DF231","[object Object]","true"
"LB-ALIAS-0A19F50584F1","Qbeih","qbeih","en","LB-LOC-84F9D5085F22","[object Object]","true"
"LB-ALIAS-AB6478F6C72A","Qornayel-AL","qornayel al","en","LB-LOC-6ED12FA6DC0D","[object Object]","true"
"LB-ALIAS-C9934A037A7F","Rechmaya","rechmaya","en","LB-LOC-F84A4FEA8441","[object Object]","true"
"LB-ALIAS-CBF5942EFE99","Rwaysset_en-Naaman","rwaysset_en naaman","en","LB-LOC-F06340B25A11","[object Object]","true"
"LB-ALIAS-3D267F7E7ED5","Souq_el-Gharb","souq_el gharb","en","LB-LOC-069B9E31ABA9","[object Object]","true"
"LB-ALIAS-D22671C33FE0","Wardaniye","wardaniye","en","LB-LOC-C5A308088A1E","[object Object]","true"
"LB-ALIAS-0EEF70415D47","Aabadiyeh","aabadiyeh","en","LB-LOC-CD6A6D03E565","[object Object]","true"
"LB-ALIAS-C10F5C9A1D21","Aaley_el-Baabdiye","aaley_el baabdiye","en","LB-LOC-72AAF5FFB183","[object Object]","true"
"LB-ALIAS-5C08E67C9B41","Ain_Drafil","ain_drafil","en","LB-LOC-28B520FB3914","[object Object]","true"
"LB-ALIAS-9E4FBF986043","Ain_el-Hour","ain_el hour","en","LB-LOC-9DCEFCFB728F","[object Object]","true"
"LB-ALIAS-1EA6522B3DA3","Ain_el-Remmaneh","ain_el remmaneh","en","LB-LOC-8AFD447B6317","[object Object]","true"
"LB-ALIAS-1188F7DA2122","Ainiya","ainiya","en","LB-LOC-78A887AF080E","[object Object]","true"
"LB-ALIAS-321B82880F34","Aley_village","aley_village","en","LB-LOC-0CFE3C2E75BE","[object Object]","true"
"LB-ALIAS-624C9B68190E","Aramoun","aramoun","en","LB-LOC-D062F52859F9","[object Object]","true"
"LB-ALIAS-73AD324EAED5","Araya","araya","en","LB-LOC-229BAE37C901","[object Object]","true"
"LB-ALIAS-EA37FAC6CEB7","Baabda","baabda","en","LB-LOC-AC95D6FCD90F","[object Object]","true"
"LB-ALIAS-5B33DECFF24A","Bahness","bahness","en","LB-LOC-0A5CD68E19EE","[object Object]","true"
"LB-ALIAS-B4565F9C154A","Barja","barja","en","LB-LOC-490B342A8A54","[object Object]","true"
"LB-ALIAS-A96C083A1672","Bchamoun","bchamoun","en","LB-LOC-28AB0737A877","[object Object]","true"
"LB-ALIAS-1BAA57E4D385","Bedghan","bedghan","en","LB-LOC-79A10BC5A0C7","[object Object]","true"
"LB-ALIAS-56B9D37CAF6D","Bhamdoun","bhamdoun","en","LB-LOC-B73E4D8122D8","[object Object]","true"
"LB-ALIAS-86163B41AAD8","Bmahray","bmahray","en","LB-LOC-6EC20EA5A18B","[object Object]","true"
"LB-ALIAS-849C3248A95C","Bsaba","bsaba","en","LB-LOC-F4083C8DE0DE","[object Object]","true"
"LB-ALIAS-71028661484F","Btalloun","btalloun","en","LB-LOC-AB88F7571ACF","[object Object]","true"
"LB-ALIAS-DAADA7527414","Btater","btater","en","LB-LOC-B5FB7178A420","[object Object]","true"
"LB-ALIAS-65409BC0426B","Bzebbine-BA","bzebbine ba","en","LB-LOC-73E7CA940824","[object Object]","true"
"LB-ALIAS-3D592427F6E8","Chartoun","chartoun","en","LB-LOC-1A474D3DB96F","[object Object]","true"
"LB-ALIAS-DE7F2E1FFB59","Chebaa_Baabda","chebaa_baabda","en","LB-LOC-D389EAD3920A","[object Object]","true"
"LB-ALIAS-43D697AC4DF9","Chiyah","chiyah","en","LB-LOC-454CE4AE0EDD","[object Object]","true"
"LB-ALIAS-85171EEAC934","Deir_Kouche","deir_kouche","en","LB-LOC-03EB8E750882","[object Object]","true"
"LB-ALIAS-34EBFE5B8CA6","Deir_el-Qalaa","deir_el qalaa","en","LB-LOC-92090E5ED2D2","[object Object]","true"
"LB-ALIAS-4696E42D57D3","Deir_el-Qamar-BA","deir_el qamar ba","en","LB-LOC-952DC9CC0E71","[object Object]","true"
"LB-ALIAS-DD1B3A4BA1CD","Dhahr_el-Baydar","dhahr_el baydar","en","LB-LOC-5F5D113ABFC4","[object Object]","true"
"LB-ALIAS-6C765AEE5D14","Dhour_el-Barouqiye","dhour_el barouqiye","en","LB-LOC-917623CC6506","[object Object]","true"
"LB-ALIAS-405238A73417","Douhat_Aramoun","douhat_aramoun","en","LB-LOC-A95C39AC4AF4","[object Object]","true"
"LB-ALIAS-DDF3A6D4B20A","Echourit","echourit","en","LB-LOC-1C7D5EE61C3A","[object Object]","true"
"LB-ALIAS-EC66BAEF36C8","El-Azra","el azra","en","LB-LOC-FFC0F0988529","[object Object]","true"
"LB-ALIAS-C8CC24411031","Fayyadieh","fayyadieh","en","LB-LOC-0702A5A72292","[object Object]","true"
"LB-ALIAS-82151E712074","Ghaboun","ghaboun","en","LB-LOC-260512DE1F95","[object Object]","true"
"LB-ALIAS-955BA7E56A2F","Hadath","hadath","en","LB-LOC-5B340B88BB4E","[object Object]","true"
"LB-ALIAS-54B9E1835C7F","Hammana","hammana","en","LB-LOC-F45718A47E66","[object Object]","true"
"LB-ALIAS-44511D6C6145","Hazmieh_ech-Chamaliye","hazmieh_ech chamaliye","en","LB-LOC-712E797CB51F","[object Object]","true"
"LB-ALIAS-5E81089A8BC0","Jamhour_el-Aala","jamhour_el aala","en","LB-LOC-5AA9BF40F511","[object Object]","true"
"LB-ALIAS-7B4C87A14811","Jnah-BA","jnah ba","en","LB-LOC-19533207B193","[object Object]","true"
"LB-ALIAS-42D721BD50FF","Kahlouniye","kahlouniye","en","LB-LOC-DF179E988F88","[object Object]","true"
"LB-ALIAS-6D3EFA84E893","Kayfoun-BA","kayfoun ba","en","LB-LOC-49FCCE286D97","[object Object]","true"
"LB-ALIAS-D19F4ECA2D1F","Kfar_Qahel-BA","kfar_qahel ba","en","LB-LOC-57263E5617EE","[object Object]","true"
"LB-ALIAS-A22EFF6A1FA5","Kfarchima","kfarchima","en","LB-LOC-222325A408C9","[object Object]","true"
"LB-ALIAS-B8502AB882B8","Khaldeh","khaldeh","en","LB-LOC-FF75D778368B","[object Object]","true"
"LB-ALIAS-6FF885F86503","Knaker_el-Matniye","knaker_el matniye","en","LB-LOC-C3C1475A24A8","[object Object]","true"
"LB-ALIAS-E2043F133340","Louaizeh","louaizeh","en","LB-LOC-F0F85472EBA7","[object Object]","true"
"LB-ALIAS-C94E2A77224D","Maaysra","maaysra","en","LB-LOC-410D7E6CBCD4","[object Object]","true"
"LB-ALIAS-87FF2F96CFCD","Majdel_Baana","majdel_baana","en","LB-LOC-3992A4862A36","[object Object]","true"
"LB-ALIAS-EFE92B0F65C0","Manarah-BA","manarah ba","en","LB-LOC-63BF34C87A33","[object Object]","true"
"LB-ALIAS-44B0E28F982C","Mreijeh","mreijeh","en","LB-LOC-E7F5EBB8CBBD","[object Object]","true"
"LB-ALIAS-620317B0ADA6","Mrouj","mrouj","en","LB-LOC-6A96236A59B4","[object Object]","true"
"LB-ALIAS-C25181436775","Qasqas","qasqas","en","LB-LOC-8FBD414961D3","[object Object]","true"
"LB-ALIAS-5C3B50348DA8","Qmatiyeh","qmatiyeh","en","LB-LOC-2214EB7825BC","[object Object]","true"
"LB-ALIAS-EFFF79230253","Qornayel","qornayel","en","LB-LOC-EB4ECAD771E8","[object Object]","true"
"LB-ALIAS-FC87BDE7D7AB","Ras_el-Harf","ras_el harf","en","LB-LOC-E0CE2F477C3A","[object Object]","true"
"LB-ALIAS-78A182D687A3","Rwaysset_el-Ballout","rwaysset_el ballout","en","LB-LOC-1F3E3A44F367","[object Object]","true"
"LB-ALIAS-DEF955E240FF","Sbainiyeh","sbainiyeh","en","LB-LOC-6DC9E21AD0C4","[object Object]","true"
"LB-ALIAS-0ADCCBEE2E89","Sofar","sofar","en","LB-LOC-FA0863E1A6B7","[object Object]","true"
"LB-ALIAS-5E62D573371A","Wadi_Chahrour","wadi_chahrour","en","LB-LOC-3785938A24B6","[object Object]","true"
"LB-ALIAS-6125A6C2E3CC","Wadi_el-Homsiye","wadi_el homsiye","en","LB-LOC-8942249A222B","[object Object]","true"
"LB-ALIAS-E8C494CD453A","Wardaniye-BA","wardaniye ba","en","LB-LOC-01D7B5C4AB22","[object Object]","true"
"LB-ALIAS-34631CC7EA1C","Aaley_el-Chouf","aaley_el chouf","en","LB-LOC-576A364BB7F3","[object Object]","true"
"LB-ALIAS-11F71E1E9100","Ain_Qanya","ain_qanya","en","LB-LOC-5BB4168EF39D","[object Object]","true"
"LB-ALIAS-C5D64C3E76B7","Ain_Trazi","ain_trazi","en","LB-LOC-D9ED7CAEDB81","[object Object]","true"
"LB-ALIAS-F52179F63722","Ain_Wazein","ain_wazein","en","LB-LOC-6EC3E4C3BC1A","[object Object]","true"
"LB-ALIAS-D9E6B2E292C1","Ain_Zhalta","ain_zhalta","en","LB-LOC-BB20FB4AE527","[object Object]","true"
"LB-ALIAS-AF97CF496C47","Ain_el-Halzoun","ain_el halzoun","en","LB-LOC-0C2CED204F82","[object Object]","true"
"LB-ALIAS-B9075F47E21E","Ain_el-Mir","ain_el mir","en","LB-LOC-9BC8D3579607","[object Object]","true"
"LB-ALIAS-8D4BCD4EE065","Ain_el-Mir_ech-Chouf","ain_el mir_ech chouf","en","LB-LOC-FC0BE7DB5632","[object Object]","true"
"LB-ALIAS-9EB49715C7E3","Ammatour","ammatour","en","LB-LOC-3A90A62B8D56","[object Object]","true"
"LB-ALIAS-8B0C89CB8DA6","Ammatour_el-Aala","ammatour_el aala","en","LB-LOC-88F9FA056AAC","[object Object]","true"
"LB-ALIAS-2BF760113F0C","Ammiq","ammiq","en","LB-LOC-9720872BCC9D","[object Object]","true"
"LB-ALIAS-28A04BB19DD4","Anata","anata","en","LB-LOC-1F382A881DFB","[object Object]","true"
"LB-ALIAS-4A9C0A04C54C","Armata","armata","en","LB-LOC-E6BE537811EE","[object Object]","true"
"LB-ALIAS-70555F34FD20","Baadrane","baadrane","en","LB-LOC-9F8525FABC57","[object Object]","true"
"LB-ALIAS-AEF7CEFA2D22","Baadrane_el-Fawqa","baadrane_el fawqa","en","LB-LOC-1D880F51A9F3","[object Object]","true"
"LB-ALIAS-075984409DE8","Baakline","baakline","en","LB-LOC-77DF0749DCEB","[object Object]","true"
"LB-ALIAS-41986B32CF8F","Baakline_el-Alya","baakline_el alya","en","LB-LOC-71B8A72C06FF","[object Object]","true"
"LB-ALIAS-09BB5279D97E","Baakline_et-Tahta","baakline_et tahta","en","LB-LOC-704919BA71D0","[object Object]","true"
"LB-ALIAS-E1895AD207F0","Baaourta-CH","baaourta ch","en","LB-LOC-73BA6CDE6D6F","[object Object]","true"
"LB-ALIAS-5B82EA011669","Baayoun","baayoun","en","LB-LOC-735A6E823EF5","[object Object]","true"
"LB-ALIAS-B78531D2EABB","Baissour","baissour","en","LB-LOC-9640C4DC7ACB","[object Object]","true"
"LB-ALIAS-8F227DDCD4AC","Barghoun","barghoun","en","LB-LOC-8E423B8411B1","[object Object]","true"
"LB-ALIAS-CA7BCFB34CB6","Barjein","barjein","en","LB-LOC-06BB82961ED5","[object Object]","true"
"LB-ALIAS-760DC4AA4197","Barouk","barouk","en","LB-LOC-2C8FA6772ECA","[object Object]","true"
"LB-ALIAS-72FDFCF2CC9D","Baroun","baroun","en","LB-LOC-6A4C4EB5D9AE","[object Object]","true"
"LB-ALIAS-4353279DC50B","Baterloun","baterloun","en","LB-LOC-03F3050E3A5A","[object Object]","true"
"LB-ALIAS-AE53772B21BD","Bchtafine","bchtafine","en","LB-LOC-7EDE5E9B563F","[object Object]","true"
"LB-ALIAS-59BFC84F62AA","Beit_Mery-CH","beit_mery ch","en","LB-LOC-6255D4FB047C","[object Object]","true"
"LB-ALIAS-3AF7E434DD95","Beiteddine","beiteddine","en","LB-LOC-CE67468698BA","[object Object]","true"
"LB-ALIAS-E1AA6AC6294C","Bkeifa","bkeifa","en","LB-LOC-7C976CF6A0A4","[object Object]","true"
"LB-ALIAS-C3654D525D2D","Bnouarey","bnouarey","en","LB-LOC-509765877DB7","[object Object]","true"
"LB-ALIAS-92E0126A5D03","Bqaata_ech-Chouf","bqaata_ech chouf","en","LB-LOC-2B2D6B55C6B9","[object Object]","true"
"LB-ALIAS-45F8EBC93886","Bqaifa","bqaifa","en","LB-LOC-79E71B1ECF14","[object Object]","true"
"LB-ALIAS-92720392BBDA","Breih","breih","en","LB-LOC-DA31EE07F883","[object Object]","true"
"LB-ALIAS-91EE96D29A5C","Brika","brika","en","LB-LOC-7CD0A8BA8502","[object Object]","true"
"LB-ALIAS-5159E49C208F","Bsaba-CH","bsaba ch","en","LB-LOC-8325DF086679","[object Object]","true"
"LB-ALIAS-D89E2D340D21","Btater-CH","btater ch","en","LB-LOC-03B1D627CF43","[object Object]","true"
"LB-ALIAS-0FCA5C575ADB","Btatloun_ech-Chouf","btatloun_ech chouf","en","LB-LOC-F2686750AF35","[object Object]","true"
"LB-ALIAS-380993557125","Charoune-CH","charoune ch","en","LB-LOC-B28C1230A292","[object Object]","true"
"LB-ALIAS-B75708ADB671","Chhim","chhim","en","LB-LOC-9FA7A5201EFD","[object Object]","true"
"LB-ALIAS-86FFD418C450","Chhim_ech-Chouf","chhim_ech chouf","en","LB-LOC-6ECF1FCDA552","[object Object]","true"
"LB-ALIAS-3480A0A445D9","Chourit","chourit","en","LB-LOC-59BCD2DD6213","[object Object]","true"
"LB-ALIAS-BE6EB218AB0F","Daaybeh","daaybeh","en","LB-LOC-E1358A6D686D","[object Object]","true"
"LB-ALIAS-95D24A25BBC5","Dalyet_ech-Chouf","dalyet_ech chouf","en","LB-LOC-EEC19A2EE8A2","[object Object]","true"
"LB-ALIAS-A86D3C674171","Damour","damour","en","LB-LOC-5CC155A31197","[object Object]","true"
"LB-ALIAS-6E3CF4EEC1C3","Damour_el-Aala","damour_el aala","en","LB-LOC-D18B6F1C361D","[object Object]","true"
"LB-ALIAS-8D5DC2C8218C","Daraya-Chouf","daraya chouf","en","LB-LOC-9A66523884CF","[object Object]","true"
"LB-ALIAS-7B7FFCB4136A","Daraya_ech-Choufiye","daraya_ech choufiye","en","LB-LOC-1D6121EF6BD7","[object Object]","true"
"LB-ALIAS-7B9F778A85CB","Deir_Baba","deir_baba","en","LB-LOC-D461B4F53EC2","[object Object]","true"
"LB-ALIAS-1F73F843B73D","Deir_Dourit","deir_dourit","en","LB-LOC-3C60C2252E30","[object Object]","true"
"LB-ALIAS-D4EE351C33DD","Deir_el-Qamar","deir_el qamar","en","LB-LOC-7923D1794B94","[object Object]","true"
